,AGE
2998,41
2999,31
3000,61
3001,42
3002,37
3003,53
3004,61
3005,54
3006,57
3007,34
3008,56
3009,57
3010,52
3011,29
3012,30
3013,67
3014,40
3015,27
3016,46
3017,39
3018,37
3019,51
3020,34
3021,51
3022,25
3023,23
3024,29
3025,54
3026,48
3027,39
3028,57
3029,52
3030,42
3031,27
3032,35
3033,31
3034,31
3035,39
3036,62
3037,58
3038,35
3039,27
3040,23
3041,30
3042,61
3043,38
3044,44
3045,22
3046,41
3047,41
3048,57
3049,45
3050,32
3051,39
3052,48
3053,40
3054,25
3055,48
3056,27
3057,58
3058,32
3059,63
3060,28
3061,26
3062,31
3063,24
3064,36
3065,53
3066,24
3067,34
3068,29
3069,37
3070,37
3071,63
3072,59
3073,35
3074,42
3075,66
3076,27
3077,43
3078,68
3079,48
3080,62
3081,61
3082,43
3083,49
3084,37
3085,27
3086,25
3087,62
3088,27
3089,61
3090,46
3091,31
3092,48
3093,57
3094,22
3095,56
3096,26
3097,65
3098,26
3099,27
3100,58
3101,30
3102,47
3103,66
3104,59
3105,58
3106,35
3107,37
3108,50
3109,47
3110,22
3111,52
3112,64
3113,65
3114,41
3115,25
3116,51
3117,35
3118,67
3119,38
3120,55
3121,27
3122,50
3123,39
3124,43
3125,52
3126,49
3127,55
3128,33
3129,30
3130,22
3131,47
3132,38
3133,41
3134,49
3135,51
3136,43
3137,51
3138,59
3139,60
3140,39
3141,52
3142,62
3143,42
3144,40
3145,32
3146,64
3147,31
3148,46
3149,47
3150,53
3151,30
3152,28
3153,35
3154,59
3155,61
3156,39
3157,47
3158,36
3159,36
3160,57
3161,53
3162,34
3163,53
3164,28
3165,68
3166,64
3167,50
3168,26
3169,39
3170,57
3171,39
3172,40
3173,55
3174,54
3175,54
3176,25
3177,40
3178,43
3179,39
3180,25
3181,35
3182,43
3183,52
3184,23
3185,67
3186,51
3187,29
3188,59
3189,29
3190,27
3191,40
3192,47
3193,51
3194,46
3195,26
3196,30
3197,40
3198,51
3199,30
3200,44
3201,66
3202,26
3203,56
3204,28
3205,41
3206,60
3207,52
3208,59
3209,47
3210,40
3211,25
3212,63
3213,31
3214,49
3215,57
3216,57
3217,51
3218,54
3219,28
3220,38
3221,37
3222,44
3223,51
3224,36
3225,56
3226,33
3227,42
3228,25
3229,50
3230,49
3231,49
3232,41
3233,32
3234,38
3235,23
3236,42
3237,33
3238,63
3239,40
3240,37
3241,44
3242,62
3243,47
3244,51
3245,34
3246,39
3247,56
3248,45
3249,46
3250,57
3251,55
3252,37
3253,60
3254,45
3255,44
3256,46
3257,39
3258,48
3259,63
3260,50
3261,33
3262,57
3263,48
3264,40
3265,58
3266,26
3267,52
3268,58
3269,54
3270,38
3271,54
3272,46
3273,48
3274,32
3275,57
3276,52
3277,63
3278,63
3279,59
3280,39
3281,48
3282,50
3283,54
3284,62
3285,28
3286,33
3287,29
3288,26
3289,53
3290,67
3291,57
3292,31
3293,38
3294,30
3295,38
3296,32
3297,61
3298,37
3299,32
3300,48
3301,52
3302,42
3303,30
3304,45
3305,40
3306,38
3307,40
3308,43
3309,59
3310,64
3311,67
3312,34
3313,34
3314,39
3315,39
3316,64
3317,37
3318,38
3319,39
3320,46
3321,36
3322,39
3323,34
3324,41
3325,46
3326,56
3327,58
3328,39
3329,40
3330,42
3331,39
3332,53
3333,27
3334,46
3335,48
3336,43
3337,36
3338,28
3339,36
3340,56
3341,29
3342,62
3343,37
3344,47
3345,27
3346,41
3347,37
3348,58
3349,31
3350,26
3351,50
3352,30
3353,49
3354,65
3355,29
3356,30
3357,55
3358,25
3359,49
3360,34
3361,50
3362,41
3363,24
3364,60
3365,53
3366,46
3367,62
3368,29
3369,43
3370,57
3371,33
3372,54
3373,30
3374,37
3375,47
3376,40
3377,39
3378,59
3379,40
3380,52
3381,41
3382,34
3383,37
3384,39
3385,53
3386,41
3387,29
3388,51
3389,32
3390,43
3391,35
3392,57
3393,58
3394,29
3395,40
3396,34
3397,31
3398,58
3399,35
3400,54
3401,45
3402,30
3403,43
3404,30
3405,47
3406,23
3407,52
3408,53
3409,54
3410,62
3411,23
3412,46
3413,42
3414,41
3415,67
3416,40
3417,34
3418,39
3419,38
3420,56
3421,39
3422,29
3423,34
3424,28
3425,64
3426,44
3427,52
3428,28
3429,32
3430,54
3431,65
3432,35
3433,33
3434,26
3435,27
3436,50
3437,40
3438,43
3439,43
3440,43
3441,36
3442,31
3443,43
3444,34
3445,45
3446,46
3447,36
3448,32
3449,51
3450,55
3451,35
3452,52
3453,35
3454,61
3455,49
3456,58
3457,47
3458,58
3459,29
3460,43
3461,28
3462,57
3463,49
3464,37
3465,31
3466,33
3467,62
3468,51
3469,46
3470,56
3471,34
3472,23
3473,67
3474,37
3475,61
3476,57
3477,54
3478,43
3479,34
3480,46
3481,46
3482,66
3483,26
3484,33
3485,55
3486,26
3487,53
3488,40
3489,54
3490,54
3491,26
3492,63
3493,45
3494,44
3495,37
3496,27
3497,57
3498,54
3499,25
3500,52
3501,49
3502,36
3503,31
3504,34
3505,55
3506,49
3507,50
3508,33
3509,63
3510,29
3511,48
3512,56
3513,28
3514,50
3515,50
3516,25
3517,50
3518,59
3519,62
3520,41
3521,46
3522,49
3523,40
3524,31
3525,62
3526,50
3527,59
3528,30
3529,58
3530,67
3531,60
3532,47
3533,30
3534,49
3535,28
3536,27
3537,40
3538,63
3539,62
3540,41
3541,35
3542,49
3543,44
3544,47
3545,54
3546,45
3547,38
3548,67
3549,38
3550,49
3551,43
3552,48
3553,27
3554,31
3555,37
3556,35
3557,54
3558,28
3559,32
3560,56
3561,59
3562,49
3563,24
3564,64
3565,57
3566,24
3567,47
3568,31
3569,47
3570,61
3571,53
3572,40
3573,29
3574,61
3575,31
3576,61
3577,33
3578,32
3579,23
3580,35
3581,44
3582,38
3583,45
3584,56
3585,48
3586,59
3587,25
3588,51
3589,55
3590,68
3591,38
3592,32
3593,54
3594,35
3595,24
3596,42
3597,55
3598,65
3599,47
3600,41
3601,43
3602,42
3603,48
3604,30
3605,30
3606,39
3607,61
3608,58
3609,24
3610,36
3611,33
3612,29
3613,23
3614,42
3615,36
3616,36
3617,27
3618,24
3619,24
3620,60
3621,43
3622,25
3623,23
3624,41
3625,42
3626,43
3627,51
3628,57
3629,53
3630,32
3631,56
3632,48
3633,64
3634,41
3635,40
3636,48
3637,52
3638,32
3639,27
3640,44
3641,38
3642,27
3643,32
3644,30
3645,38
3646,47
3647,36
3648,26
3649,38
3650,47
3651,26
3652,39
3653,41
3654,45
3655,63
3656,39
3657,25
3658,38
3659,21
3660,40
3661,42
3662,54
3663,59
3664,34
3665,55
3666,28
3667,50
3668,32
3669,47
3670,46
3671,39
3672,41
3673,46
3674,34
3675,62
3676,38
3677,59
3678,40
3679,32
3680,48
3681,39
3682,55
3683,60
3684,40
3685,28
3686,35
3687,56
3688,42
3689,56
3690,55
3691,27
3692,45
3693,59
3694,31
3695,38
3696,32
3697,46
3698,36
3699,39
3700,43
3701,42
3702,34
3703,50
3704,56
3705,61
3706,52
3707,37
3708,60
3709,37
3710,49
3711,25
3712,33
3713,51
3714,39
3715,41
3716,25
3717,34
3718,65
3719,26
3720,58
3721,21
3722,52
3723,60
3724,61
3725,41
3726,52
3727,35
3728,54
3729,42
3730,60
3731,35
3732,32
3733,39
3734,50
3735,56
3736,40
3737,45
3738,51
3739,26
3740,64
3741,60
3742,61
3743,30
3744,35
3745,34
3746,58
3747,28
3748,44
3749,37
3750,48
3751,63
3752,27
3753,56
3754,34
3755,31
3756,61
3757,45
3758,59
3759,52
3760,33
3761,54
3762,49
3763,54
3764,50
3765,34
3766,45
3767,29
3768,48
3769,47
3770,44
3771,22
3772,26
3773,52
3774,46
3775,34
3776,47
3777,32
3778,52
3779,53
3780,54
3781,42
3782,33
3783,35
3784,45
3785,33
3786,60
3787,36
3788,35
3789,29
3790,42
3791,28
3792,24
3793,61
3794,49
3795,48
3796,45
3797,62
3798,36
3799,33
3800,44
3801,54
3802,34
3803,45
3804,61
3805,31
3806,60
3807,55
3808,50
3809,53
3810,34
3811,50
3812,37
3813,43
3814,46
3815,27
3816,32
3817,56
3818,29
3819,58
3820,36
3821,52
3822,41
3823,45
3824,64
3825,34
3826,22
3827,56
3828,50
3829,60
3830,46
3831,23
3832,24
3833,44
3834,35
3835,33
3836,58
3837,36
3838,57
3839,32
3840,42
3841,49
3842,63
3843,40
3844,23
3845,59
3846,49
3847,53
3848,34
3849,50
3850,45
3851,24
3852,42
3853,43
3854,32
3855,43
3856,31
3857,47
3858,33
3859,48
3860,51
3861,64
3862,41
3863,65
3864,38
3865,53
3866,55
3867,44
3868,60
3869,54
3870,49
3871,52
3872,41
3873,30
3874,52
3875,34
3876,34
3877,34
3878,63
3879,35
3880,39
3881,68
3882,54
3883,21
3884,59
3885,33
3886,48
3887,28
3888,58
3889,46
3890,62
3891,40
3892,33
3893,66
3894,40
3895,39
3896,27
3897,28
3898,46
3899,23
3900,48
3901,36
3902,54
3903,27
3904,27
3905,58
3906,58
3907,68
3908,42
3909,46
3910,59
3911,53
3912,39
3913,38
3914,38
3915,50
3916,34
3917,43
3918,44
3919,61
3920,44
3921,42
3922,31
3923,51
3924,37
3925,33
3926,48
3927,56
3928,54
3929,36
3930,39
3931,37
3932,61
3933,34
3934,62
3935,41
3936,63
3937,43
3938,46
3939,32
3940,59
3941,62
3942,64
3943,34
3944,64
3945,53
3946,28
3947,63
3948,38
3949,57
3950,42
3951,29
3952,46
3953,50
3954,35
3955,45
3956,40
3957,53
3958,36
3959,61
3960,55
3961,46
3962,35
3963,48
3964,37
3965,48
3966,67
3967,27
3968,55
3969,40
3970,38
3971,53
3972,52
3973,53
3974,43
3975,64
3976,44
3977,43
3978,59
3979,65
3980,63
3981,57
3982,58
3983,59
3984,23
3985,32
3986,64
3987,47
3988,22
3989,25
3990,51
3991,23
3992,23
3993,42
3994,56
3995,52
3996,37
3997,38
3998,30
3999,54
4000,56
4001,55
4002,60
4003,60
4004,55
4005,43
4006,63
4007,60
4008,59
4009,51
4010,49
4011,60
4012,59
4013,61
4014,35
4015,41
4016,40
4017,52
4018,38
4019,26
4020,41
4021,59
4022,24
4023,65
4024,43
4025,31
4026,39
4027,33
4028,24
4029,23
4030,56
4031,55
4032,37
4033,55
4034,61
4035,35
4036,63
4037,44
4038,40
4039,43
4040,54
4041,29
4042,47
4043,60
4044,46
4045,41
4046,40
4047,49
4048,54
4049,37
4050,24
4051,50
4052,26
4053,42
4054,55
4055,36
4056,56
4057,56
4058,43
4059,27
4060,41
4061,42
4062,28
4063,35
4064,41
4065,48
4066,41
4067,38
4068,63
4069,55
4070,39
4071,36
4072,51
4073,48
4074,54
4075,50
4076,43
4077,43
4078,40
4079,29
4080,34
4081,41
4082,46
4083,42
4084,51
4085,32
4086,39
4087,54
4088,40
4089,37
4090,36
4091,62
4092,24
4093,37
4094,37
4095,40
4096,34
4097,45
4098,59
4099,44
4100,28
4101,57
4102,38
4103,34
4104,45
4105,45
4106,56
4107,30
4108,34
4109,43
4110,29
4111,32
4112,27
4113,40
4114,37
4115,60
4116,49
4117,45
4118,63
4119,59
4120,45
4121,28
4122,38
4123,31
4124,48
4125,29
4126,60
4127,27
4128,30
4129,40
4130,34
4131,46
4132,42
4133,50
4134,57
4135,43
4136,55
4137,40
4138,61
4139,54
4140,59
4141,42
4142,24
4143,36
4144,29
4145,56
4146,33
4147,37
4148,39
4149,26
4150,44
4151,45
4152,45
4153,53
4154,62
4155,38
4156,59
4157,34
4158,35
4159,38
4160,22
4161,49
4162,37
4163,48
4164,46
4165,58
4166,58
4167,27
4168,41
4169,26
4170,43
4171,50
4172,41
4173,64
4174,43
4175,54
4176,28
4177,26
4178,56
4179,59
4180,51
4181,63
4182,46
4183,42
4184,35
4185,30
4186,48
4187,42
4188,55
4189,48
4190,24
4191,48
4192,35
4193,27
4194,29
4195,43
4196,58
4197,54
4198,42
4199,38
4200,43
4201,45
4202,37
4203,42
4204,30
4205,36
4206,47
4207,53
4208,39
4209,28
4210,60
4211,33
4212,45
4213,57
4214,63
4215,34
4216,64
4217,62
4218,44
4219,35
4220,47
4221,37
4222,43
4223,22
4224,35
4225,35
4226,38
4227,48
4228,57
4229,43
4230,42
4231,32
4232,35
4233,61
4234,50
4235,58
4236,25
4237,32
4238,27
4239,51
4240,65
4241,40
4242,48
4243,31
4244,36
4245,27
4246,34
4247,32
4248,30
4249,61
4250,63
4251,34
4252,45
4253,49
4254,29
4255,29
4256,31
4257,33
4258,41
4259,48
4260,44
4261,32
4262,55
4263,42
4264,50
4265,48
4266,25
4267,66
4268,49
4269,22
4270,38
4271,51
4272,63
4273,56
4274,32
4275,26
4276,44
4277,37
4278,32
4279,39
4280,59
4281,32
4282,35
4283,45
4284,52
4285,65
4286,66
4287,38
4288,52
4289,38
4290,50
4291,36
4292,34
4293,53
4294,54
4295,43
4296,27
4297,62
4298,42
4299,28
4300,27
4301,63
4302,47
4303,46
4304,58
4305,55
4306,60
4307,47
4308,61
4309,62
4310,46
4311,31
4312,56
4313,34
4314,45
4315,25
4316,57
4317,23
4318,64
4319,47
4320,61
4321,47
4322,39
4323,28
4324,46
4325,31
4326,31
4327,40
4328,31
4329,64
4330,54
4331,28
4332,32
4333,48
4334,44
4335,42
4336,34
4337,25
4338,44
4339,40
4340,23
4341,30
4342,36
4343,41
4344,57
4345,56
4346,28
4347,65
4348,38
4349,47
4350,25
4351,61
4352,38
4353,43
4354,49
4355,27
4356,39
4357,49
4358,53
4359,38
4360,37
4361,45
4362,62
4363,35
4364,67
4365,60
4366,33
4367,61
4368,45
4369,27
4370,34
4371,28
4372,59
4373,31
4374,29
4375,37
4376,28
4377,37
4378,46
4379,62
4380,39
4381,51
4382,25
4383,58
4384,43
4385,33
4386,23
4387,45
4388,36
4389,28
4390,41
4391,32
4392,57
4393,53
4394,25
4395,62
4396,35
4397,33
4398,38
4399,46
4400,53
4401,40
4402,60
4403,30
4404,63
4405,26
4406,30
4407,42
4408,21
4409,39
4410,23
4411,62
4412,63
4413,31
4414,31
4415,42
4416,37
4417,25
4418,52
4419,32
4420,56
4421,28
4422,37
4423,60
4424,48
4425,45
4426,62
4427,30
4428,49
4429,28
4430,36
4431,39
4432,30
4433,37
4434,30
4435,47
4436,49
4437,36
4438,55
4439,39
4440,23
4441,59
4442,35
4443,51
4444,35
4445,51
4446,53
4447,64
4448,34
4449,44
4450,63
4451,37
4452,23
4453,39
4454,41
4455,39
4456,44
4457,46
4458,37
4459,56
4460,44
4461,52
4462,39
4463,32
4464,40
4465,45
4466,59
4467,48
4468,50
4469,44
4470,41
4471,23
4472,42
4473,56
4474,37
4475,64
4476,34
4477,44
4478,54
4479,28
4480,51
4481,49
4482,32
4483,57
4484,42
4485,48
4486,64
4487,29
4488,30
4489,36
4490,36
4491,56
4492,45
4493,35
4494,25
4495,40
4496,47
4497,58
4498,24
4499,38
4500,59
4501,28
4502,55
4503,38
4504,31
4505,42
4506,49
4507,36
4508,42
4509,32
4510,67
4511,45
4512,54
4513,35
4514,33
4515,26
4516,53
4517,27
4518,43
4519,54
4520,39
4521,24
4522,27
4523,60
4524,45
4525,35
4526,52
4527,31
4528,34
4529,52
4530,49
4531,61
4532,52
4533,33
4534,24
4535,28
4536,43
4537,51
4538,33
4539,30
4540,30
4541,45
4542,45
4543,46
4544,28
4545,26
4546,38
4547,41
4548,58
4549,62
4550,44
4551,65
4552,26
4553,52
4554,45
4555,47
4556,35
4557,23
4558,48
4559,58
4560,61
4561,24
4562,59
4563,35
4564,53
4565,43
4566,47
4567,56
4568,56
4569,46
4570,35
4571,37
4572,33
4573,28
4574,40
4575,49
4576,30
4577,53
4578,31
4579,54
4580,32
4581,51
4582,54
4583,57
4584,53
4585,43
4586,37
4587,26
4588,32
4589,46
4590,44
4591,30
4592,38
4593,51
4594,27
4595,34
4596,61
4597,60
4598,49
4599,38
4600,65
4601,32
4602,41
4603,40
4604,62
4605,28
4606,43
4607,64
4608,40
4609,54
4610,64
4611,27
4612,24
4613,38
4614,43
4615,35
4616,30
4617,46
4618,42
4619,53
4620,52
4621,60
4622,42
4623,37
4624,65
4625,34
4626,35
4627,60
4628,39
4629,23
4630,67
4631,55
4632,52
4633,45
4634,36
4635,38
4636,54
4637,46
4638,35
4639,23
4640,23
4641,57
4642,47
4643,37
4644,38
4645,55
4646,27
4647,31
4648,52
4649,51
4650,23
4651,50
4652,27
4653,24
4654,55
4655,39
4656,36
4657,33
4658,26
4659,38
4660,55
4661,33
4662,22
4663,35
4664,39
4665,48
4666,37
4667,57
4668,39
4669,29
4670,34
4671,49
4672,32
4673,47
4674,50
4675,27
4676,27
4677,46
4678,53
4679,51
4680,29
4681,55
4682,36
4683,53
4684,48
4685,25
4686,57
4687,28
4688,30
4689,35
4690,32
4691,28
4692,45
4693,23
4694,49
4695,52
4696,32
4697,60
4698,43
4699,50
4700,37
4701,52
4702,47
4703,51
4704,39
4705,33
4706,49
4707,57
4708,36
4709,53
4710,40
4711,44
4712,51
4713,34
4714,27
4715,29
4716,59
4717,63
4718,66
4719,54
4720,65
4721,52
4722,42
4723,67
4724,59
4725,31
4726,33
4727,40
4728,30
4729,53
4730,27
4731,48
4732,55
4733,64
4734,52
4735,36
4736,41
4737,44
4738,55
4739,37
4740,43
4741,53
4742,43
4743,43
4744,64
4745,68
4746,29
4747,48
4748,41
4749,68
4750,41
4751,28
4752,54
4753,34
4754,52
4755,33
4756,46
4757,40
4758,29
4759,36
4760,55
4761,63
4762,34
4763,34
4764,21
4765,24
4766,38
4767,45
4768,45
4769,56
4770,22
4771,48
4772,40
4773,49
4774,38
4775,58
4776,32
4777,46
4778,52
4779,33
4780,39
4781,38
4782,61
4783,22
4784,44
4785,38
4786,47
4787,37
4788,35
4789,42
4790,61
4791,43
4792,32
4793,38
4794,47
4795,45
4796,53
4797,40
4798,41
4799,61
4800,42
4801,28
4802,44
4803,36
4804,48
4805,28
4806,38
4807,61
4808,37
4809,33
4810,35
4811,29
4812,35
4813,30
4814,51
4815,25
4816,51
4817,30
4818,32
4819,27
4820,32
4821,47
4822,44
4823,59
4824,59
4825,28
4826,57
4827,42
4828,60
4829,44
4830,35
4831,66
4832,46
4833,55
4834,56
4835,30
4836,53
4837,35
4838,27
4839,32
4840,25
4841,42
4842,55
4843,22
4844,29
4845,47
4846,27
4847,22
4848,42
4849,34
4850,55
4851,33
4852,37
4853,23
4854,30
4855,39
4856,57
4857,45
4858,62
4859,51
4860,23
4861,33
4862,27
4863,40
4864,36
4865,28
4866,57
4867,38
4868,56
4869,39
4870,41
4871,27
4872,34
4873,33
4874,31
4875,44
4876,55
4877,39
4878,54
4879,45
4880,62
4881,43
4882,53
4883,31
4884,34
4885,63
4886,61
4887,36
4888,43
4889,25
4890,40
4891,40
4892,60
4893,35
4894,65
4895,31
4896,59
4897,61
4898,29
4899,51
4900,23
4901,62
4902,35
4903,46
4904,34
4905,45
4906,32
4907,40
4908,62
4909,32
4910,29
4911,40
4912,51
4913,29
4914,45
4915,46
4916,29
4917,37
4918,47
4919,63
4920,55
4921,53
4922,47
4923,25
4924,57
4925,31
4926,33
4927,38
4928,24
4929,38
4930,43
4931,50
4932,45
4933,26
4934,64
4935,40
4936,63
4937,37
4938,66
4939,47
4940,41
4941,28
4942,61
4943,52
4944,46
4945,37
4946,52
4947,40
4948,52
4949,37
4950,40
4951,60
4952,50
4953,54
4954,53
4955,48
4956,37
4957,47
4958,48
4959,41
4960,60
4961,37
4962,30
4963,38
4964,44
4965,21
4966,30
4967,46
4968,55
4969,47
4970,40
4971,48
4972,58
4973,53
4974,54
4975,49
4976,47
4977,37
4978,31
4979,60
4980,41
4981,38
4982,30
4983,46
4984,60
4985,28
4986,35
4987,37
4988,49
4989,43
4990,51
4991,35
4992,29
4993,62
4994,60
4995,44
4996,50
4997,49
4998,24
4999,43
5000,39
5001,43
5002,62
5003,33
5004,49
5005,48
5006,43
5007,64
5008,57
5009,32
5010,34
5011,60
5012,35
5013,41
5014,52
5015,35
5016,53
5017,26
5018,39
5019,41
5020,30
5021,26
5022,27
5023,32
5024,32
5025,54
5026,48
5027,34
5028,60
5029,64
5030,50
5031,63
5032,58
5033,28
5034,22
5035,51
5036,52
5037,29
5038,44
5039,43
5040,29
5041,34
5042,57
5043,35
5044,57
5045,41
5046,34
5047,35
5048,49
5049,47
5050,23
5051,46
5052,24
5053,22
5054,51
5055,55
5056,52
5057,55
5058,31
5059,63
5060,25
5061,28
5062,34
5063,41
5064,28
5065,29
5066,45
5067,64
5068,26
5069,50
5070,52
5071,57
5072,53
5073,37
5074,22
5075,59
5076,41
5077,64
5078,31
5079,57
5080,46
5081,37
5082,55
5083,44
5084,65
5085,49
5086,53
5087,33
5088,63
5089,27
5090,34
5091,34
5092,57
5093,28
5094,38
5095,25
5096,39
5097,47
5098,48
5099,40
5100,42
5101,27
5102,33
5103,43
5104,27
5105,39
5106,31
5107,64
5108,40
5109,34
5110,57
5111,50
5112,39
5113,54
5114,28
5115,45
5116,24
5117,31
5118,42
5119,53
5120,44
5121,31
5122,67
